__v,_id,close,high,low,open,time,volumefrom,volumeto
0,61d9f0fb277a3d193579fcff,7183.88,7325.24,7141.94,7234.44,2019-12-31T00:00:00.000Z,19424.26,140384995.27
0,61d9f0fc277a3d193579fd01,7189.94,7267.16,7171.82,7183.88,2020-01-01T00:00:00.000Z,11872,85986188.11
0,61d9f0fc277a3d193579fd03,6965.72,7224.84,6945.83,7189.94,2020-01-02T00:00:00.000Z,26531.32,187393954.35
0,61d9f0fc277a3d193579fd05,7339.7,7407.11,6882.62,6965.72,2020-01-03T00:00:00.000Z,51975.01,376690440.38
0,61d9f0fc277a3d193579fd07,7357.5,7405.75,7278.6,7339.7,2020-01-04T00:00:00.000Z,22083.57,162106895.05
0,61d9f0fc277a3d193579fd09,7359.96,7501.42,7330.07,7357.5,2020-01-05T00:00:00.000Z,24084.13,179147746.87
0,61d9f0fc277a3d193579fd0b,7762.69,7799.63,7355.11,7359.96,2020-01-06T00:00:00.000Z,46443.66,352286216.6
0,61d9f0fc277a3d193579fd0d,8160.36,8218.63,7736.57,7762.69,2020-01-07T00:00:00.000Z,75423.75,600054472.25
0,61d9f0fc277a3d193579fd0f,8045.15,8458.65,7873.97,8160.36,2020-01-08T00:00:00.000Z,85087.59,699004342.7
0,61d9f0fc277a3d193579fd11,7817.35,8047.11,7757.04,8045.15,2020-01-09T00:00:00.000Z,40045.64,316199456.84
0,61d9f0fc277a3d193579fd13,8190.31,8192.05,7682.56,7817.35,2020-01-10T00:00:00.000Z,55534.09,441131626.25
0,61d9f0fc277a3d193579fd15,8024.58,8287.42,8003.87,8190.31,2020-01-11T00:00:00.000Z,30734.63,250060123.9
0,61d9f0fc277a3d193579fd17,8181.49,8185.14,7968.4,8024.58,2020-01-12T00:00:00.000Z,17525.61,142197585.82
0,61d9f0fc277a3d193579fd19,8106.56,8200.4,8057.37,8181.49,2020-01-13T00:00:00.000Z,22746,184437465.66
0,61d9f0fc277a3d193579fd1b,8820.95,8874.07,8106.4,8106.56,2020-01-14T00:00:00.000Z,89444.78,768098459.01
0,61d9f0fc277a3d193579fd1d,8813.21,8890.04,8559.93,8820.95,2020-01-15T00:00:00.000Z,50394.79,441186933.78
0,61d9f0fc277a3d193579fd1f,8719.63,8846.78,8586.56,8813.21,2020-01-16T00:00:00.000Z,33539.82,290989712.92
0,61d9f0fc277a3d193579fd21,8894.83,9004.35,8665.99,8719.63,2020-01-17T00:00:00.000Z,48787.4,432856377.78
0,61d9f0fc277a3d193579fd23,8909.28,8974.65,8807.26,8894.83,2020-01-18T00:00:00.000Z,19872.9,176837362.25
0,61d9f0fc277a3d193579fd25,8702.59,9177.39,8508.15,8909.28,2020-01-19T00:00:00.000Z,47750.9,421483277.31
0,61d9f0fc277a3d193579fd27,8634.03,8737.36,8521.52,8702.59,2020-01-20T00:00:00.000Z,21888.47,189247381.47
0,61d9f0fc277a3d193579fd29,8724.84,8771.75,8479.9,8634.03,2020-01-21T00:00:00.000Z,22731.19,196404470.17
0,61d9f0fc277a3d193579fd2b,8667.26,8793.74,8582.43,8724.84,2020-01-22T00:00:00.000Z,17278.13,149906743.85
0,61d9f0fc277a3d193579fd2d,8394.28,8680.93,8290.98,8667.26,2020-01-23T00:00:00.000Z,38348.08,323273085.37
0,61d9f0fc277a3d193579fd2f,8431.78,8517.5,8225.83,8394.28,2020-01-24T00:00:00.000Z,27811.03,233502998.73
0,61d9f0fc277a3d193579fd31,8345.88,8444.32,8263.42,8431.78,2020-01-25T00:00:00.000Z,14296.82,119345600.29
0,61d9f0fc277a3d193579fd33,8602.37,8605.33,8302.57,8345.88,2020-01-26T00:00:00.000Z,22444.54,189985702.21
0,61d9f0fc277a3d193579fd35,8898.94,8991.01,8572.37,8602.37,2020-01-27T00:00:00.000Z,37524.75,329416202.64
0,61d9f0fc277a3d193579fd37,9391.97,9407.39,8892.58,8898.94,2020-01-28T00:00:00.000Z,51850.54,471220882.55
0,61d9f0fc277a3d193579fd39,9286.18,9429.16,9234.27,9391.97,2020-01-29T00:00:00.000Z,36978.22,345265419.21
0,61d9f0fc277a3d193579fd3b,9501.38,9561.26,9181.72,9286.18,2020-01-30T00:00:00.000Z,45852.79,430815723.66
0,61d9f0fc277a3d193579fd3d,9342.23,9518.87,9208.36,9501.38,2020-01-31T00:00:00.000Z,31334.26,292627757.98
0,61d9f0fc277a3d193579fd3f,9384.45,9455.92,9296.57,9342.23,2020-02-01T00:00:00.000Z,14778.25,138614091.6
0,61d9f0fc277a3d193579fd41,9334.25,9469.84,9169.21,9384.45,2020-02-02T00:00:00.000Z,24059.37,225322638.39
0,61d9f0fc277a3d193579fd43,9288.96,9605.66,9230.83,9334.25,2020-02-03T00:00:00.000Z,33363.87,312315107.48
0,61d9f0fc277a3d193579fd45,9171.98,9347.12,9089.52,9288.96,2020-02-04T00:00:00.000Z,26614.92,244997961.95
0,61d9f0fc277a3d193579fd47,9611.42,9750.28,9162.98,9171.98,2020-02-05T00:00:00.000Z,47150.99,448381299.88
0,61d9f0fc277a3d193579fd49,9755.84,9853.08,9533.37,9611.42,2020-02-06T00:00:00.000Z,42264.62,410313693.85
0,61d9f0fc277a3d193579fd4b,9808.36,9866.18,9714.16,9755.84,2020-02-07T00:00:00.000Z,25549.21,249852208.28
0,61d9f0fc277a3d193579fd4d,9898.25,9936.26,9665.26,9808.36,2020-02-08T00:00:00.000Z,24889.03,244352034.45
0,61d9f0fc277a3d193579fd4f,10157.78,10162.71,9880.67,9898.25,2020-02-09T00:00:00.000Z,33829.57,340301629.71
0,61d9f0fc277a3d193579fd51,9858.03,10185.09,9761.16,10157.78,2020-02-10T00:00:00.000Z,40941.28,406256357.82
0,61d9f0fc277a3d193579fd53,10269.43,10370.44,9716.32,9858.03,2020-02-11T00:00:00.000Z,49240.73,495614708
0,61d9f0fc277a3d193579fd55,10347.93,10475.43,10250.55,10269.43,2020-02-12T00:00:00.000Z,43484.9,449510878.91
0,61d9f0fc277a3d193579fd57,10233.32,10500.54,10081.02,10347.93,2020-02-13T00:00:00.000Z,49389.81,507955951.95
0,61d9f0fc277a3d193579fd59,10360.37,10387.37,10103.67,10233.32,2020-02-14T00:00:00.000Z,28984.69,297409586.88
0,61d9f0fc277a3d193579fd5b,9905.43,10388.6,9789.89,10360.37,2020-02-15T00:00:00.000Z,29878.88,300819428.52
0,61d9f0fc277a3d193579fd5d,9925.51,10042.6,9634.4,9905.43,2020-02-16T00:00:00.000Z,27579.54,272176494.52
0,61d9f0fc277a3d193579fd5f,9702.48,9958.46,9482.71,9925.51,2020-02-17T00:00:00.000Z,37157.31,359702988.14
0,61d9f0fc277a3d193579fd61,10182.6,10274.35,9618.77,9702.48,2020-02-18T00:00:00.000Z,38551.14,382869718.91
0,61d9f0fc277a3d193579fd63,9602.43,10300.04,9340.17,10182.6,2020-02-19T00:00:00.000Z,47506.68,473100344.44
0,61d9f0fc277a3d193579fd65,9608.8,9698.59,9402.81,9602.43,2020-02-20T00:00:00.000Z,36843.12,352949373.64
0,61d9f0fc277a3d193579fd67,9697.86,9766.16,9582.07,9608.8,2020-02-21T00:00:00.000Z,30286.18,293546157.49
0,61d9f0fc277a3d193579fd69,9671.46,9720.21,9577.84,9697.86,2020-02-22T00:00:00.000Z,12206.36,118171544.81
0,61d9f0fc277a3d193579fd6b,9977.39,10011.4,9669.88,9671.46,2020-02-23T00:00:00.000Z,23058.71,228093371.59
0,61d9f0fc277a3d193579fd6d,9664.21,10019.3,9495.76,9977.39,2020-02-24T00:00:00.000Z,34044.18,331102536.15
0,61d9f0fc277a3d193579fd6f,9316.18,9682.05,9258.4,9664.21,2020-02-25T00:00:00.000Z,34827.75,329372824.71
0,61d9f0fc277a3d193579fd71,8793.5,9379.07,8652.97,9316.18,2020-02-26T00:00:00.000Z,65447.95,588359496.49
0,61d9f0fc277a3d193579fd73,8821.5,8978.84,8540.74,8793.5,2020-02-27T00:00:00.000Z,47005.39,413657559.37
0,61d9f0fc277a3d193579fd75,8719.29,8908.8,8449.12,8821.5,2020-02-28T00:00:00.000Z,41600.5,360795192.37
0,61d9f0fc277a3d193579fd77,8545.45,8815.63,8545.32,8719.29,2020-02-29T00:00:00.000Z,16806.37,146455562.43
0,61d9f0fc277a3d193579fd79,8549.38,8776.71,8443.57,8545.45,2020-03-01T00:00:00.000Z,25550.31,219324311.08
0,61d9f0fc277a3d193579fd7b,8919.74,8983.78,8521.79,8549.38,2020-03-02T00:00:00.000Z,33004.6,290280969.41
0,61d9f0fc277a3d193579fd7d,8765.68,8940.69,8680.57,8919.74,2020-03-03T00:00:00.000Z,28648.83,252211805.89
0,61d9f0fc277a3d193579fd7f,8773.78,8863.91,8690.82,8765.68,2020-03-04T00:00:00.000Z,22115.34,194233894.05
0,61d9f0fc277a3d193579fd81,9074.82,9179.74,8772.83,8773.78,2020-03-05T00:00:00.000Z,33760.74,305196274.33
0,61d9f0fc277a3d193579fd83,9160.39,9183.26,9015.35,9074.82,2020-03-06T00:00:00.000Z,21090.1,192168163.64
0,61d9f0fc277a3d193579fd85,8903.72,9225.42,8880.33,9160.39,2020-03-07T00:00:00.000Z,20669.17,187063951.77
0,61d9f0fc277a3d193579fd87,8057.67,8920.28,8033.06,8903.72,2020-03-08T00:00:00.000Z,63231.33,533371350.28
0,61d9f0fc277a3d193579fd89,7944.4,8200.82,7664.34,8057.67,2020-03-09T00:00:00.000Z,86700.45,682781069.24
0,61d9f0fc277a3d193579fd8b,7894.66,8165.09,7758.12,7944.4,2020-03-10T00:00:00.000Z,53646.28,427332546.47
0,61d9f0fc277a3d193579fd8d,7945.36,7998.79,7614.48,7894.66,2020-03-11T00:00:00.000Z,47596.23,372704355.27
0,61d9f0fc277a3d193579fd8f,4916.78,7984.16,4736.21,7945.36,2020-03-12T00:00:00.000Z,286243.45,1769476928.68
0,61d9f0fc277a3d193579fd91,5632.58,5984.55,3948.92,4916.78,2020-03-13T00:00:00.000Z,319316.54,1663092005.9
0,61d9f0fc277a3d193579fd93,5181.77,5665.57,5069.29,5632.58,2020-03-14T00:00:00.000Z,87978.27,474539626.45
0,61d9f0fc277a3d193579fd95,5357.02,5961.78,5114.06,5181.77,2020-03-15T00:00:00.000Z,105160.64,568696762.62
0,61d9f0fc277a3d193579fd97,5045,5364.93,4454.22,5357.02,2020-03-16T00:00:00.000Z,203116.86,996661883.31
0,61d9f0fc277a3d193579fd99,5337.66,5561.43,4950.9,5045,2020-03-17T00:00:00.000Z,116314.49,618671971.75
0,61d9f0fc277a3d193579fd9b,5413.06,5451.02,5024.71,5337.66,2020-03-18T00:00:00.000Z,109210.96,576456805.62
0,61d9f0fc277a3d193579fd9d,6184.88,6418.99,5268.33,5413.06,2020-03-19T00:00:00.000Z,147007.71,868668216.67
0,61d9f0fc277a3d193579fd9f,6206.44,6932.04,5691.69,6184.88,2020-03-20T00:00:00.000Z,148232.44,947038097.64
0,61d9f0fc277a3d193579fda1,6195.43,6459.65,5876.79,6206.44,2020-03-21T00:00:00.000Z,67262.29,415771088.67
0,61d9f0fc277a3d193579fda3,5828.15,6415.14,5750.68,6195.43,2020-03-22T00:00:00.000Z,75451.24,457211401.95
0,61d9f0fc277a3d193579fda5,6503.53,6614.56,5703.64,5828.15,2020-03-23T00:00:00.000Z,107692.99,667919370.22
0,61d9f0fc277a3d193579fda7,6767.18,6857.49,6406.64,6503.53,2020-03-24T00:00:00.000Z,105151.69,700444488.16
0,61d9f0fc277a3d193579fda9,6694.21,6980.29,6483,6767.18,2020-03-25T00:00:00.000Z,84721.04,566264216.07
0,61d9f0fc277a3d193579fdab,6757.95,6796.12,6539.61,6694.21,2020-03-26T00:00:00.000Z,45203.7,302121295.09
0,61d9f0fc277a3d193579fdad,6382.8,6876.97,6312.53,6757.95,2020-03-27T00:00:00.000Z,57134.12,381303011.52
0,61d9f0fc277a3d193579fdaf,6252.49,6384.56,6051.23,6382.8,2020-03-28T00:00:00.000Z,60814.06,378476570.98
0,61d9f0fc277a3d193579fdb1,5882.2,6286.96,5882.2,6252.49,2020-03-29T00:00:00.000Z,47232.21,286789900.17
0,61d9f0fc277a3d193579fdb3,6403.31,6616.94,5874.8,5882.2,2020-03-30T00:00:00.000Z,70623.69,445848282.11
0,61d9f0fc277a3d193579fdb5,6423.61,6531.66,6350.61,6403.31,2020-03-31T00:00:00.000Z,36169.65,233613490.19
0,61d9f0fc277a3d193579fdb7,6663.63,6716.04,6168,6423.61,2020-04-01T00:00:00.000Z,59228.61,377164250.74
0,61d9f0fc277a3d193579fdb9,6804.42,7245.15,6585.75,6663.63,2020-04-02T00:00:00.000Z,93059.32,635319847.54
0,61d9f0fc277a3d193579fdbb,6743.68,7044.01,6618.82,6804.42,2020-04-03T00:00:00.000Z,55578.32,379639119.54
0,61d9f0fc277a3d193579fdbd,6875.95,7010.45,6671.05,6743.68,2020-04-04T00:00:00.000Z,33774.99,230044243.33
0,61d9f0fc277a3d193579fdbf,6781.64,6910.39,6689.07,6875.95,2020-04-05T00:00:00.000Z,26776.41,182019861.58
0,61d9f0fc277a3d193579fdc1,7347.22,7359.05,6779.91,6781.64,2020-04-06T00:00:00.000Z,78676.82,560075869.57
0,61d9f0fc277a3d193579fdc3,7201.57,7462.51,7084.52,7347.22,2020-04-07T00:00:00.000Z,70648.16,516422836.71
0,61d9f0fc277a3d193579fdc5,7367.37,7425.85,7157.96,7201.57,2020-04-08T00:00:00.000Z,60952.77,445330043.76
0,61d9f0fc277a3d193579fdc7,7294.55,7374.01,7124.88,7367.37,2020-04-09T00:00:00.000Z,44071.93,321287689.9
0,61d9f0fc277a3d193579fdc9,6876.49,7304.8,6757.67,7294.55,2020-04-10T00:00:00.000Z,63355.47,440132415.16
0,61d9f0fc277a3d193579fdcb,6887.6,6956.27,6785.52,6876.49,2020-04-11T00:00:00.000Z,24917.32,171352839.69
0,61d9f0fc277a3d193579fdcd,6913.76,7199.97,6802.16,6887.6,2020-04-12T00:00:00.000Z,42382.58,297514761.29
0,61d9f0fc277a3d193579fdcf,6859.43,6913.76,6612.34,6913.76,2020-04-13T00:00:00.000Z,63091.4,426458894.19
0,61d9f0fc277a3d193579fdd1,6879.44,6986.75,6773.97,6859.43,2020-04-14T00:00:00.000Z,44630.96,307409556.74
0,61d9f0fc277a3d193579fdd3,6629.54,6937.49,6614.79,6879.44,2020-04-15T00:00:00.000Z,49708.81,336722796.75
0,61d9f0fc277a3d193579fdd5,7114.55,7207.11,6487.08,6629.54,2020-04-16T00:00:00.000Z,98809.08,685621725.46
0,61d9f0fc277a3d193579fdd7,7037.12,7155.17,7005.79,7114.55,2020-04-17T00:00:00.000Z,45840.75,324325510.78
0,61d9f0fc277a3d193579fdd9,7264.29,7304.35,7028.43,7037.12,2020-04-18T00:00:00.000Z,35919.74,258251102.86
0,61d9f0fc277a3d193579fddb,7132.88,7276.84,7072.33,7264.29,2020-04-19T00:00:00.000Z,29493.83,211422409.66
0,61d9f0fc277a3d193579fddd,6842.45,7225.23,6770.07,7132.88,2020-04-20T00:00:00.000Z,64707,452319848.99
0,61d9f0fc277a3d193579fddf,6855.11,6948.78,6779.51,6842.45,2020-04-21T00:00:00.000Z,44531.91,305844254.34
0,61d9f0fc277a3d193579fde1,7135.41,7165.43,6831.44,6855.11,2020-04-22T00:00:00.000Z,43780.72,308254465.67
0,61d9f0fc277a3d193579fde3,7489.25,7731.56,7041.2,7135.41,2020-04-23T00:00:00.000Z,81106.87,599195847.97
0,61d9f0fc277a3d193579fde5,7509.44,7607.28,7408.35,7489.25,2020-04-24T00:00:00.000Z,51734.5,389027134.45
0,61d9f0fc277a3d193579fde7,7546.92,7708.4,7445.98,7509.44,2020-04-25T00:00:00.000Z,30165.48,227962632.37
0,61d9f0fc277a3d193579fde9,7701.35,7705.3,7497.88,7546.92,2020-04-26T00:00:00.000Z,33092.14,251857766.26
0,61d9f0fc277a3d193579fdeb,7787.41,7790.33,7639.98,7701.35,2020-04-27T00:00:00.000Z,48551.15,374439201.77
0,61d9f0fc277a3d193579fded,7760.32,7791.85,7671.26,7787.41,2020-04-28T00:00:00.000Z,38507.32,297442241.62
0,61d9f0fc277a3d193579fdef,8784.96,8952.44,7733.02,7760.32,2020-04-29T00:00:00.000Z,157978.19,1324299206.24
0,61d9f0fc277a3d193579fdf1,8637.56,9460.77,8416.64,8784.96,2020-04-30T00:00:00.000Z,161267.28,1439132256.65
0,61d9f0fc277a3d193579fdf3,8829.12,9066.47,8631.39,8637.56,2020-05-01T00:00:00.000Z,70407.63,620133839.66
0,61d9f0fc277a3d193579fdf5,8981.11,9013.29,8768.81,8829.12,2020-05-02T00:00:00.000Z,36139.66,321429140.42
0,61d9f0fc277a3d193579fdf7,8907.19,9197.48,8735.78,8981.11,2020-05-03T00:00:00.000Z,59476.78,534161419.79
0,61d9f0fc277a3d193579fdf9,8881.65,8968.9,8537.49,8907.19,2020-05-04T00:00:00.000Z,64835.52,568639005.2
0,61d9f0fc277a3d193579fdfb,9029.75,9119.13,8781.58,8881.65,2020-05-05T00:00:00.000Z,60185.36,538111122.64
0,61d9f0fc277a3d193579fdfd,9153.2,9408.99,8924.06,9029.75,2020-05-06T00:00:00.000Z,88912.83,818515486.36
0,61d9f0fc277a3d193579fdff,9999.93,10064.33,9042.52,9153.2,2020-05-07T00:00:00.000Z,125991.41,1213223439.69
0,61d9f0fc277a3d193579fe01,9808.18,10041.73,9728.64,9999.93,2020-05-08T00:00:00.000Z,91540.3,907665361.58
0,61d9f0fc277a3d193579fe03,9541.13,9912.22,9525.77,9808.18,2020-05-09T00:00:00.000Z,59814.44,580103588.21
0,61d9f0fc277a3d193579fe05,8735.05,9556.85,8228.22,9541.13,2020-05-10T00:00:00.000Z,133597.2,1159765920.88
0,61d9f0fc277a3d193579fe07,8568.88,9164.84,8228.58,8735.05,2020-05-11T00:00:00.000Z,144898.27,1259789388.45
0,61d9f0fc277a3d193579fe09,8821.18,8975.74,8541.95,8568.88,2020-05-12T00:00:00.000Z,66073.43,580579256.62
0,61d9f0fc277a3d193579fe0b,9317.44,9407.67,8807.57,8821.18,2020-05-13T00:00:00.000Z,68248.72,622255318.55
0,61d9f0fc277a3d193579fe0d,9793.19,9937.97,9263.29,9317.44,2020-05-14T00:00:00.000Z,97176.37,936692997.58
0,61d9f0fc277a3d193579fe0f,9311.69,9841.71,9149.13,9793.19,2020-05-15T00:00:00.000Z,84280.62,798930933.92
0,61d9f0fc277a3d193579fe11,9387.08,9584.9,9224.32,9311.69,2020-05-16T00:00:00.000Z,37023.76,348262438.61
0,61d9f0fc277a3d193579fe13,9670.56,9885.55,9334.23,9387.08,2020-05-17T00:00:00.000Z,52271.64,505834872.59
0,61d9f0fc277a3d193579fe15,9722.73,9943.74,9476.37,9670.56,2020-05-18T00:00:00.000Z,62325.78,606235218.3
0,61d9f0fc277a3d193579fe17,9780.2,9890.69,9471.96,9722.73,2020-05-19T00:00:00.000Z,60720.68,587660019.81
0,61d9f0fc277a3d193579fe19,9509.45,9832.94,9323.82,9780.2,2020-05-20T00:00:00.000Z,61892.78,593918718.08
0,61d9f0fc277a3d193579fe1b,9059.11,9566.81,8811.54,9509.45,2020-05-21T00:00:00.000Z,87116.97,798218781.95
0,61d9f0fc277a3d193579fe1d,9170.74,9265.04,8936.82,9059.11,2020-05-22T00:00:00.000Z,44400.9,405255700.32
0,61d9f0fc277a3d193579fe1f,9186.19,9311.34,9101.08,9170.74,2020-05-23T00:00:00.000Z,23636.66,217819517.42
0,61d9f0fc277a3d193579fe21,8718.49,9307.11,8707.14,9186.19,2020-05-24T00:00:00.000Z,45736.61,412753415.47
0,61d9f0fc277a3d193579fe23,8901.48,8977.43,8639.46,8718.49,2020-05-25T00:00:00.000Z,43894.32,386241517.98
0,61d9f0fc277a3d193579fe25,8844.5,9011.53,8705.66,8901.48,2020-05-26T00:00:00.000Z,39855.17,352930782.24
0,61d9f0fc277a3d193579fe27,9204.62,9222.3,8820.55,8844.5,2020-05-27T00:00:00.000Z,42022.36,381475134.6
0,61d9f0fc277a3d193579fe29,9579.71,9619.34,9112.3,9204.62,2020-05-28T00:00:00.000Z,56625.62,530613444.11
0,61d9f0fc277a3d193579fe2b,9424.62,9601.43,9344.8,9579.71,2020-05-29T00:00:00.000Z,40183.32,379875666.16
0,61d9f0fc277a3d193579fe2d,9699.78,9735.73,9340.45,9424.62,2020-05-30T00:00:00.000Z,24640.28,235049817.45
0,61d9f0fc277a3d193579fe2f,9450.47,9703.51,9400.25,9699.78,2020-05-31T00:00:00.000Z,22242.38,212143031.97
0,61d9f0fc277a3d193579fe31,10211.23,10359.02,9421.6,9450.47,2020-06-01T00:00:00.000Z,44485.42,435270237.66
0,61d9f0fc277a3d193579fe33,9523.75,10232.25,9344.53,10211.23,2020-06-02T00:00:00.000Z,82606.91,812990990.27
0,61d9f0fc277a3d193579fe35,9666.06,9666.25,9408.56,9523.75,2020-06-03T00:00:00.000Z,33114.73,316212538.78
0,61d9f0fc277a3d193579fe37,9794.55,9877.89,9470.9,9666.06,2020-06-04T00:00:00.000Z,43080.32,418578381.27
0,61d9f0fc277a3d193579fe39,9622.02,9846.54,9611.19,9794.55,2020-06-05T00:00:00.000Z,41806.08,406449067.36
0,61d9f0fc277a3d193579fe3b,9671.46,9728.4,9536.15,9622.02,2020-06-06T00:00:00.000Z,22979.04,221180782.78
0,61d9f0fc277a3d193579fe3d,9750.7,9806.21,9410.33,9671.46,2020-06-07T00:00:00.000Z,39020.91,374577294.36
0,61d9f0fc277a3d193579fe3f,9782.58,9801.19,9658.72,9750.7,2020-06-08T00:00:00.000Z,32766.08,318606275.83
0,61d9f0fc277a3d193579fe41,9779.7,9884.83,9604.13,9782.58,2020-06-09T00:00:00.000Z,38753.41,376816490.4
0,61d9f0fc277a3d193579fe43,9891.84,9990.4,9708.63,9779.7,2020-06-10T00:00:00.000Z,40206.35,395005942.58
0,61d9f0fc277a3d193579fe45,9268.13,9970.77,9093.42,9891.84,2020-06-11T00:00:00.000Z,86717.5,827582593.73
0,61d9f0fc277a3d193579fe47,9464.23,9548.13,9238.24,9268.13,2020-06-12T00:00:00.000Z,40820.42,384322097.92
0,61d9f0fc277a3d193579fe49,9474.65,9492,9363.89,9464.23,2020-06-13T00:00:00.000Z,16597.62,156509665.57
0,61d9f0fc277a3d193579fe4b,9333.7,9479.56,9251.02,9474.65,2020-06-14T00:00:00.000Z,19334.41,181308843.48
0,61d9f0fc277a3d193579fe4d,9429.65,9498.69,8909.5,9333.7,2020-06-15T00:00:00.000Z,66872.84,616170633.01
0,61d9f0fc277a3d193579fe4f,9526.7,9585.17,9383.33,9429.65,2020-06-16T00:00:00.000Z,39887.07,378768702.55
0,61d9f0fc277a3d193579fe51,9459.13,9550.06,9243.06,9526.7,2020-06-17T00:00:00.000Z,34516.51,325191529.46
0,61d9f0fc277a3d193579fe53,9380.67,9480.04,9276.18,9459.13,2020-06-18T00:00:00.000Z,25143.4,236301644.47
0,61d9f0fc277a3d193579fe55,9301.83,9419.99,9239.58,9380.67,2020-06-19T00:00:00.000Z,31669.73,295439171.8
0,61d9f0fc277a3d193579fe57,9359.18,9394.04,9179.1,9301.83,2020-06-20T00:00:00.000Z,19608.75,182464228.19
0,61d9f0fc277a3d193579fe59,9292.81,9418.22,9282.53,9359.18,2020-06-21T00:00:00.000Z,13199.69,123480945.26
0,61d9f0fc277a3d193579fe5b,9691.61,9774.79,9283.26,9292.81,2020-06-22T00:00:00.000Z,41271.48,393567343.68
0,61d9f0fc277a3d193579fe5d,9624.3,9720.11,9580.47,9691.61,2020-06-23T00:00:00.000Z,30724.93,296221140.11
0,61d9f0fc277a3d193579fe5f,9292.94,9664.38,9206.05,9624.3,2020-06-24T00:00:00.000Z,49186.2,461570781.81
0,61d9f0fc277a3d193579fe61,9241.32,9335.65,9000.53,9292.94,2020-06-25T00:00:00.000Z,47297.43,435446758.27
0,61d9f0fc277a3d193579fe63,9158.07,9289.32,9041.42,9241.32,2020-06-26T00:00:00.000Z,40519.91,371373315.29
0,61d9f0fc277a3d193579fe65,9007.14,9190.27,8867.34,9158.07,2020-06-27T00:00:00.000Z,28152.32,254990739.33
0,61d9f0fc277a3d193579fe67,9120.39,9189.74,8946.05,9007.14,2020-06-28T00:00:00.000Z,19775.94,179558602.81
0,61d9f0fc277a3d193579fe69,9187.07,9234.33,9026.42,9120.39,2020-06-29T00:00:00.000Z,31119.19,283764928.26
0,61d9f0fc277a3d193579fe6b,9136.47,9200.99,9068.77,9187.07,2020-06-30T00:00:00.000Z,23376.63,213905502.74
0,61d9f0fc277a3d193579fe6d,9238.89,9299.67,9097.33,9136.47,2020-07-01T00:00:00.000Z,29846.4,274835041.39
0,61d9f0fc277a3d193579fe6f,9092.8,9267.84,8954.67,9238.89,2020-07-02T00:00:00.000Z,37657.49,343433369.43
